DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_GHECAUSE_TITLE,DIM_SEX_CODE,VAL_DTHS_RATE100K_NUMERIC
LUX,2021,Drug Use Disorders,MLE,2.94
LUX,2021,Parkinson Disease,MLE,12.24
LUX,2021,Cirrhosis Of The Liver,MLE,16.73
LVA,2021,Acute Hepatitis E,MLE,0.04
LVA,2021,Echinococcosis,MLE,0.01
LVA,2021,Birth Asphyxia And Birth Trauma,MLE,0.69
LVA,2021,Melanoma And Other Skin Cancers,MLE,8.58
LVA,2021,Kidney Cancer,MLE,15.95
LVA,2021,Brain And Nervous System Cancers,MLE,9.88
LVA,2021,Thyroid Cancer,MLE,1.22
LVA,2021,Drug Use Disorders,MLE,2.43
LVA,2021,Parkinson Disease,MLE,5.69
LVA,2021,Upper Respiratory Infections,MLE,0.12
LVA,2021,Iron-Deficiency Anaemia,MLE,0.13
LVA,2021,"Lymphomas, Multiple Myeloma",MLE,14.1
LVA,2021,Schizophrenia,MLE,0.59
LVA,2021,Paralytic Ileus And Intestinal Obstruction,MLE,1.56
LVA,2021,Pancreatitis,MLE,8.15
LVA,2021,Falls,MLE,11.88
LVA,2021,Drowning,MLE,11.44
LVA,2021,Diarrhoeal Diseases,MLE,0.24
LVA,2021,Acute Hepatitis C,MLE,3.37
LVA,2021,Idiopathic Intellectual Disability,MLE,0.56
LVA,2021,Asthma,MLE,1.53
LVA,2021,Benign Prostatic Hyperplasia,MLE,4.43
LVA,2021,Rheumatoid Arthritis,MLE,0.12
LVA,2021,Gout,MLE,0.6
LVA,2021,Road Injury,MLE,16.07
LVA,2021,Interpersonal Violence,MLE,6.66
LVA,2021,Encephalitis,MLE,0.01
LVA,2021,Acute Hepatitis A,MLE,0.85
LVA,2021,Oesophagus Cancer,MLE,12.9
LVA,2021,Gallbladder And Biliary Tract Cancer,MLE,1.98
LVA,2021,Mesothelioma,MLE,0.24
LVA,2021,Appendicitis,MLE,0.46
LVA,2021,Skin Diseases,MLE,3.07
LVA,2021,Neonatal Sepsis And Infections,MLE,0.09
LVA,2021,Breast Cancer,MLE,0.61
LVA,2021,Leukaemia,MLE,9.67
LVA,2021,Epilepsy,MLE,4.3
LVA,2021,Peptic Ulcer Disease,MLE,7.51
LVA,2021,Gallbladder And Biliary Diseases,MLE,1.29
LVA,2021,Congenital Anomalies,MLE,1.96
LVA,2021,Rabies,MLE,0.04
LVA,2021,Preterm Birth Complications,MLE,0.63
LVA,2021,Liver Cancer,MLE,11.5
LVA,2021,Rheumatic Heart Disease,MLE,1.3
LVA,2021,Back And Neck Pain,MLE,1.05
LVA,2021,Oral Conditions,MLE,0.23
LVA,2021,"Fire, Heat And Hot Substances",MLE,9.74
LVA,2021,Tuberculosis,MLE,5.92
LVA,2021,Protein-Energy Malnutrition,MLE,0.26
LVA,2021,Larynx Cancer,MLE,7.97
LVA,2021,Gastritis And Duodenitis,MLE,0.46
LVA,2021,Inflammatory Bowel Disease,MLE,0.58
LVA,2021,Kidney Diseases,MLE,13.13
LVA,2021,Osteoarthritis,MLE,0.24
LVA,2021,Sudden Infant Death Syndrome,MLE,0.24
LVA,2021,Poisonings,MLE,1.04
LVA,2021,Exposure To Mechanical Forces,MLE,2.06
LVA,2021,Hiv/Aids,MLE,3.83
LVA,2021,Meningitis,MLE,0.37
LVA,2021,Acute Hepatitis B,MLE,0.08
LVA,2021,Mouth And Oropharynx Cancers,MLE,16.58
LVA,2021,Testicular Cancer,MLE,1.22
LVA,2021,Multiple Sclerosis,MLE,1.4
MAR,2021,Measles,MLE,0.36
MAR,2021,Birth Asphyxia And Birth Trauma,MLE,3.37
MAR,2021,Melanoma And Other Skin Cancers,MLE,0.71
MAR,2021,Brain And Nervous System Cancers,MLE,4.03
MAR,2021,Thyroid Cancer,MLE,0.32
MAR,2021,Sickle Cell Disorders And Trait,MLE,0.04
MAR,2021,Drug Use Disorders,MLE,1.83
MAR,2021,Parkinson Disease,MLE,3.64
MAR,2021,Drowning,MLE,1.51
MAR,2021,Meningitis,MLE,0.65
MAR,2021,Acute Hepatitis E,MLE,0.01
MAR,2021,Leishmaniasis,MLE,0.03
MAR,2021,Echinococcosis,MLE,0.1
MAR,2021,Mouth And Oropharynx Cancers,MLE,3.77
MAR,2021,Testicular Cancer,MLE,0.15
MAR,2021,Kidney Cancer,MLE,1.14
MAR,2021,Diabetes Mellitus,MLE,13.31
MAR,2021,Multiple Sclerosis,MLE,0.12
MAR,2021,Cirrhosis Of The Liver,MLE,12.25
MAR,2021,Hiv/Aids,MLE,1.36
MAR,2021,Acute Hepatitis B,MLE,0.7
MAR,2021,Protein-Energy Malnutrition,MLE,0.22
MAR,2021,Stomach Cancer,MLE,6.56
MAR,2021,Chronic Obstructive Pulmonary Disease,MLE,16.73
MAR,2021,Gastritis And Duodenitis,MLE,0.07
MAR,2021,Inflammatory Bowel Disease,MLE,0.08
MAR,2021,Poisonings,MLE,0.82
MAR,2021,Exposure To Mechanical Forces,MLE,2.89
MAR,2021,Self-Harm,MLE,3.39
MAR,2021,Collective Violence And Legal Intervention,MLE,0.13
MAR,2021,Tuberculosis,MLE,8.82
MAR,2021,Lower Respiratory Infections,MLE,14.62
MAR,2021,Liver Cancer,MLE,3.04
MAR,2021,Bladder Cancer,MLE,5.2
MAR,2021,Larynx Cancer,MLE,3.58
MAR,2021,Thalassaemias,MLE,0.09
MAR,2021,Rheumatic Heart Disease,MLE,1.03
MAR,2021,Urolithiasis,MLE,0.05
MAR,2021,Sudden Infant Death Syndrome,MLE,0.29
MAR,2021,"Fire, Heat And Hot Substances",MLE,1.7
MAR,2021,Syphilis,MLE,0.7
MAR,2021,Rabies,MLE,0.01
MAR,2021,Preterm Birth Complications,MLE,11.49
MAR,2021,Leukaemia,MLE,3.34
MAR,2021,Alcohol Use Disorders,MLE,0.14
MAR,2021,Alzheimer Disease And Other Dementias,MLE,8.98
MAR,2021,Peptic Ulcer Disease,MLE,1.98
MAR,2021,Gallbladder And Biliary Diseases,MLE,0.61
MAR,2021,Congenital Anomalies,MLE,8.88
MAR,2021,Natural Disasters,MLE,0.05
MAR,2021,Tetanus,MLE,0.05
MAR,2021,Encephalitis,MLE,0.26
MAR,2021,Acute Hepatitis A,MLE,0.14
MAR,2021,Schistosomiasis,MLE,0.13
MAR,2021,Neonatal Sepsis And Infections,MLE,0.79
MAR,2021,Breast Cancer,MLE,0.17
MAR,2021,Mesothelioma,MLE,0.24
MAR,2021,Epilepsy,MLE,2.35
MAR,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,2.32
MAR,2021,Appendicitis,MLE,0.19
MAR,2021,Skin Diseases,MLE,0.62
MAR,2021,Diarrhoeal Diseases,MLE,1.01
MAR,2021,Acute Hepatitis C,MLE,0.02
MAR,2021,Oesophagus Cancer,MLE,1.24
MAR,2021,Gallbladder And Biliary Tract Cancer,MLE,0.5
MAR,2021,Rheumatoid Arthritis,MLE,0.02
MAR,2021,Interpersonal Violence,MLE,2.15
MAR,2021,Whooping Cough,MLE,0.08
MAR,2021,Upper Respiratory Infections,MLE,0.01
MAR,2021,Colon And Rectum Cancers,MLE,7.05
MAR,2021,Pancreas Cancer,MLE,3.55
MAR,2021,Prostate Cancer,MLE,8.9
MAR,2021,"Lymphomas, Multiple Myeloma",MLE,5.99
MAR,2021,Asthma,MLE,6.43
MAR,2021,Paralytic Ileus And Intestinal Obstruction,MLE,0.54
MAR,2021,Pancreatitis,MLE,0.43
MAR,2021,Falls,MLE,4.74
MDA,2021,Meningitis,MLE,0.45
MDA,2021,Acute Hepatitis E,MLE,0.01
MDA,2021,Echinococcosis,MLE,0.16
MDA,2021,Preterm Birth Complications,MLE,2.76
MDA,2021,Leukaemia,MLE,4.26
MDA,2021,Alcohol Use Disorders,MLE,11.91
MDA,2021,Alzheimer Disease And Other Dementias,MLE,0.14
MDA,2021,Peptic Ulcer Disease,MLE,7.72
MDA,2021,Congenital Anomalies,MLE,7.67
MDA,2021,Measles,MLE,0.04
MDA,2021,Bladder Cancer,MLE,11.02
MDA,2021,Larynx Cancer,MLE,10.28
MDA,2021,Rheumatic Heart Disease,MLE,1.02
MDA,2021,Back And Neck Pain,MLE,0.13
MDA,2021,Oral Conditions,MLE,0.05
MDA,2021,Sudden Infant Death Syndrome,MLE,0.07
MDA,2021,"Fire, Heat And Hot Substances",MLE,2.23
MDA,2021,Upper Respiratory Infections,MLE,0.01
MDA,2021,Protein-Energy Malnutrition,MLE,0.01
MDA,2021,Gastritis And Duodenitis,MLE,0.68
MDA,2021,Inflammatory Bowel Disease,MLE,0.72
MDA,2021,Kidney Diseases,MLE,9.68
MDA,2021,Osteoarthritis,MLE,0.29
MDA,2021,Poisonings,MLE,6.71
MDA,2021,Exposure To Mechanical Forces,MLE,1.1
MDA,2021,Diarrhoeal Diseases,MLE,1.33
MDA,2021,Acute Hepatitis C,MLE,0.12
MDA,2021,Testicular Cancer,MLE,0.66
MDA,2021,Kidney Cancer,MLE,6.5
MDA,2021,Diabetes Mellitus,MLE,12.14
MDA,2021,Multiple Sclerosis,MLE,0.31
MDA,2021,Encephalitis,MLE,0.06
MDA,2021,Acute Hepatitis A,MLE,0.03
MDA,2021,Birth Asphyxia And Birth Trauma,MLE,1.45
MDA,2021,Melanoma And Other Skin Cancers,MLE,3.82
MDA,2021,Brain And Nervous System Cancers,MLE,8.18
MDA,2021,Thyroid Cancer,MLE,0.39
MDA,2021,"Lymphomas, Multiple Myeloma",MLE,4.87
MDA,2021,Drug Use Disorders,MLE,1.22
MDA,2021,Parkinson Disease,MLE,0.41
MDA,2021,Paralytic Ileus And Intestinal Obstruction,MLE,1.54
MDA,2021,Drowning,MLE,6.42
MDA,2021,Cysticercosis,MLE,0.01
MDA,2021,Rabies,MLE,0.02
MDA,2021,Iron-Deficiency Anaemia,MLE,0.07
MDA,2021,Pancreas Cancer,MLE,14.89
MDA,2021,Asthma,MLE,0.92
MDA,2021,Pancreatitis,MLE,7.59
MDA,2021,Benign Prostatic Hyperplasia,MLE,0.27
MDA,2021,Gout,MLE,0.12
MDA,2021,Falls,MLE,4.05
MDA,2021,Tuberculosis,MLE,12.8
MDA,2021,Oesophagus Cancer,MLE,5.19
MDA,2021,Gallbladder And Biliary Tract Cancer,MLE,0.77
MDA,2021,Rheumatoid Arthritis,MLE,0.21
MDA,2021,Road Injury,MLE,14.74
MDA,2021,Interpersonal Violence,MLE,6.43
MDA,2021,Hiv/Aids,MLE,14.85
MDA,2021,Acute Hepatitis B,MLE,0.45
MDA,2021,Neonatal Sepsis And Infections,MLE,3.56
MDA,2021,Breast Cancer,MLE,0.54
MDA,2021,Mesothelioma,MLE,0.54
MDA,2021,Epilepsy,MLE,1.95
MDA,2021,Appendicitis,MLE,0.27
MDA,2021,Gallbladder And Biliary Diseases,MLE,0.86
MDA,2021,Skin Diseases,MLE,0.95
MDG,2021,Hiv/Aids,MLE,7.36
MDG,2021,Acute Hepatitis B,MLE,0.67
MDG,2021,Oesophagus Cancer,MLE,3.05
MDG,2021,Breast Cancer,MLE,0.47
MDG,2021,Gallbladder And Biliary Tract Cancer,MLE,0.09
MDG,2021,Mesothelioma,MLE,0.07
MDG,2021,Epilepsy,MLE,4.79
MDG,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,7.26
MDG,2021,Appendicitis,MLE,0.48
MDG,2021,Skin Diseases,MLE,1.21
MDG,2021,Meningitis,MLE,11.05
MDG,2021,Neonatal Sepsis And Infections,MLE,5.97
MDG,2021,"Trachea, Bronchus, Lung Cancers",MLE,1.32
MDG,2021,Leukaemia,MLE,1.97
MDG,2021,Alcohol Use Disorders,MLE,1.11
MDG,2021,Alzheimer Disease And Other Dementias,MLE,2.38
MDG,2021,Peptic Ulcer Disease,MLE,3.64
MDG,2021,Gallbladder And Biliary Diseases,MLE,0.95
MDG,2021,Congenital Anomalies,MLE,9.11
MDG,2021,Natural Disasters,MLE,0.01
MDG,2021,Measles,MLE,0.44
MDG,2021,Acute Hepatitis E,MLE,0.06
MDG,2021,Echinococcosis,MLE,0.02
MDG,2021,Liver Cancer,MLE,4.11
MDG,2021,Bladder Cancer,MLE,1.58
MDG,2021,Larynx Cancer,MLE,0.43
MDG,2021,Thalassaemias,MLE,0.08
MDG,2021,Rheumatic Heart Disease,MLE,2.71
MDG,2021,Urolithiasis,MLE,0.12
MDG,2021,Sudden Infant Death Syndrome,MLE,1.05
MDG,2021,"Fire, Heat And Hot Substances",MLE,4.02
MDG,2021,Whooping Cough,MLE,4.04
MDG,2021,Upper Respiratory Infections,MLE,1.52
MDG,2021,Stomach Cancer,MLE,2.55
MDG,2021,Chronic Obstructive Pulmonary Disease,MLE,16.68
MDG,2021,Gastritis And Duodenitis,MLE,1.66
MDG,2021,Inflammatory Bowel Disease,MLE,0.22
MDG,2021,Kidney Diseases,MLE,10.73
MDG,2021,Poisonings,MLE,1.53
MDG,2021,Exposure To Mechanical Forces,MLE,2.43
MDG,2021,Collective Violence And Legal Intervention,MLE,1.54
MDG,2021,Acute Hepatitis C,MLE,0.05
MDG,2021,Mouth And Oropharynx Cancers,MLE,3.44
MDG,2021,Testicular Cancer,MLE,0.06
MDG,2021,Kidney Cancer,MLE,0.6
MDG,2021,Diabetes Mellitus,MLE,12.37
MDG,2021,Multiple Sclerosis,MLE,0.01
MDG,2021,Self-Harm,MLE,8.69
MDG,2021,Encephalitis,MLE,0.84
MDG,2021,Acute Hepatitis A,MLE,0.22
MDG,2021,Melanoma And Other Skin Cancers,MLE,0.95
MDG,2021,Brain And Nervous System Cancers,MLE,0.72
MDG,2021,Thyroid Cancer,MLE,0.14
MDG,2021,Sickle Cell Disorders And Trait,MLE,0.45
MDG,2021,Drug Use Disorders,MLE,0.84
MDG,2021,Parkinson Disease,MLE,0.82
MDG,2021,Drowning,MLE,6.48
MDG,2021,Gonorrhoea,MLE,0.01
MDG,2021,Tetanus,MLE,0.75
MDG,2021,Schistosomiasis,MLE,1.05
MDG,2021,Cysticercosis,MLE,0.35
MDG,2021,Rabies,MLE,0.85
MDG,2021,Ascariasis,MLE,0.12
MDG,2021,Otitis Media,MLE,0.09
MDG,2021,Pancreas Cancer,MLE,0.86
MDG,2021,"Lymphomas, Multiple Myeloma",MLE,2.51
MDG,2021,Hypertensive Heart Disease,MLE,12.39
MDG,2021,Asthma,MLE,7.36
MDG,2021,Paralytic Ileus And Intestinal Obstruction,MLE,6.41
MDG,2021,Pancreatitis,MLE,0.91
MDG,2021,Falls,MLE,4.84
MDG,2021,Syphilis,MLE,5.66
MDG,2021,Diphtheria,MLE,0.17
MDG,2021,Colon And Rectum Cancers,MLE,2.02
MDG,2021,Prostate Cancer,MLE,8.96
MDG,2021,Interpersonal Violence,MLE,9.19
MDV,2021,Hiv/Aids,MLE,0.06
MDV,2021,Meningitis,MLE,0.32
MDV,2021,Acute Hepatitis B,MLE,0.05
MDV,2021,Neonatal Sepsis And Infections,MLE,0.24
MDV,2021,Breast Cancer,MLE,0.09
MDV,2021,Epilepsy,MLE,1.03
MDV,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,3.15
MDV,2021,Peptic Ulcer Disease,MLE,1.28
MDV,2021,Gallbladder And Biliary Diseases,MLE,0.32
MDV,2021,Congenital Anomalies,MLE,2.33
MDV,2021,Measles,MLE,0.02
MDV,2021,Acute Hepatitis E,MLE,0.01
MDV,2021,Preterm Birth Complications,MLE,1.87
MDV,2021,"Trachea, Bronchus, Lung Cancers",MLE,10.15
MDV,2021,Bladder Cancer,MLE,1.26
MDV,2021,Leukaemia,MLE,3.71
MDV,2021,Alcohol Use Disorders,MLE,0.06
MDV,2021,Alzheimer Disease And Other Dementias,MLE,17.46
MDV,2021,Rheumatic Heart Disease,MLE,0.27
MDV,2021,Urolithiasis,MLE,0.02
MDV,2021,"Fire, Heat And Hot Substances",MLE,0.42
MDV,2021,Upper Respiratory Infections,MLE,0.01
MDV,2021,Protein-Energy Malnutrition,MLE,1.4
MDV,2021,Stomach Cancer,MLE,0.41
MDV,2021,Liver Cancer,MLE,7.34
MDV,2021,Thalassaemias,MLE,0.26
MDV,2021,Gastritis And Duodenitis,MLE,0.12
MDV,2021,Sudden Infant Death Syndrome,MLE,0.05
MDV,2021,Poisonings,MLE,0.11
MDV,2021,Exposure To Mechanical Forces,MLE,0.25
MDV,2021,Collective Violence And Legal Intervention,MLE,0.04
MDV,2021,Diarrhoeal Diseases,MLE,3.27
MDV,2021,Acute Hepatitis C,MLE,0.01
MDV,2021,Mouth And Oropharynx Cancers,MLE,5.37
MDV,2021,Diabetes Mellitus,MLE,16.3
MDV,2021,Inflammatory Bowel Disease,MLE,0.17
MDV,2021,Self-Harm,MLE,2.17
MDV,2021,Encephalitis,MLE,0.11
MDV,2021,Birth Asphyxia And Birth Trauma,MLE,0.59
MDV,2021,Brain And Nervous System Cancers,MLE,1.97
MDV,2021,Thyroid Cancer,MLE,0.57
MDV,2021,Drug Use Disorders,MLE,0.36
MDV,2021,Parkinson Disease,MLE,5.42
MDV,2021,Cirrhosis Of The Liver,MLE,7.27
MDV,2021,Tetanus,MLE,0.1
MDV,2021,Acute Hepatitis A,MLE,0.02
MDV,2021,Pancreas Cancer,MLE,1.84
MDV,2021,"Lymphomas, Multiple Myeloma",MLE,2.68
MDV,2021,Hypertensive Heart Disease,MLE,8.55
MDV,2021,Paralytic Ileus And Intestinal Obstruction,MLE,2.07
MDV,2021,Drowning,MLE,3.12
MDV,2021,Syphilis,MLE,0.04
MDV,2021,Colon And Rectum Cancers,MLE,5.82
MDV,2021,Prostate Cancer,MLE,2.65
MDV,2021,Asthma,MLE,4.67
MDV,2021,Pancreatitis,MLE,0.45
MDV,2021,Road Injury,MLE,1.96
MDV,2021,Falls,MLE,4.63
MDV,2021,Interpersonal Violence,MLE,2.86
MDV,2021,Tuberculosis,MLE,1.8
MDV,2021,Dengue,MLE,0.19
MDV,2021,Lower Respiratory Infections,MLE,15.14
MDV,2021,Appendicitis,MLE,0.04
MDV,2021,Skin Diseases,MLE,2.49
MDV,2021,Rheumatoid Arthritis,MLE,0.11
MEX,2021,Diarrhoeal Diseases,MLE,2.09
MEX,2021,Acute Hepatitis C,MLE,0.37
MEX,2021,Colon And Rectum Cancers,MLE,6.71
MEX,2021,Prostate Cancer,MLE,12.39
MEX,2021,Idiopathic Intellectual Disability,MLE,0.02
MEX,2021,Asthma,MLE,0.89
MEX,2021,Benign Prostatic Hyperplasia,MLE,1.21
MEX,2021,Rheumatoid Arthritis,MLE,0.54
MEX,2021,Gout,MLE,0.06
MEX,2021,Falls,MLE,2.57
MEX,2021,Whooping Cough,MLE,0.01
MEX,2021,Upper Respiratory Infections,MLE,0.07
MEX,2021,Iron-Deficiency Anaemia,MLE,1.79
MEX,2021,Pancreas Cancer,MLE,3.69
MEX,2021,"Lymphomas, Multiple Myeloma",MLE,4.15
MEX,2021,Schizophrenia,MLE,0.12
MEX,2021,Hypertensive Heart Disease,MLE,12.56
MEX,2021,Paralytic Ileus And Intestinal Obstruction,MLE,1.84
MEX,2021,Pancreatitis,MLE,1.94
MEX,2021,Drowning,MLE,2.49
MEX,2021,Acute Hepatitis E,MLE,0.01
MEX,2021,Chagas Disease,MLE,0.02
MEX,2021,Birth Asphyxia And Birth Trauma,MLE,2.1
MEX,2021,Melanoma And Other Skin Cancers,MLE,1.44
MEX,2021,Kidney Cancer,MLE,2.95
MEX,2021,Brain And Nervous System Cancers,MLE,2.18
MEX,2021,Thyroid Cancer,MLE,0.48
MEX,2021,Sickle Cell Disorders And Trait,MLE,0.02
MEX,2021,Drug Use Disorders,MLE,0.83
MEX,2021,Parkinson Disease,MLE,1.12
MEX,2021,Hiv/Aids,MLE,6.15
MEX,2021,Meningitis,MLE,0.4
MEX,2021,Acute Hepatitis B,MLE,0.21
MEX,2021,Mouth And Oropharynx Cancers,MLE,1.41
MEX,2021,Testicular Cancer,MLE,1.28
MEX,2021,Multiple Sclerosis,MLE,0.25
MEX,2021,Self-Harm,MLE,11.56
MEX,2021,Tuberculosis,MLE,2.64
MEX,2021,Lower Respiratory Infections,MLE,18.07
MEX,2021,Protein-Energy Malnutrition,MLE,4.14
MEX,2021,Stomach Cancer,MLE,5.55
MEX,2021,Larynx Cancer,MLE,0.9
MEX,2021,Chronic Obstructive Pulmonary Disease,MLE,14.87
MEX,2021,Gastritis And Duodenitis,MLE,0.53
MEX,2021,Inflammatory Bowel Disease,MLE,0.29
MEX,2021,Osteoarthritis,MLE,0.13
MEX,2021,Sudden Infant Death Syndrome,MLE,0.32
MEX,2021,Poisonings,MLE,0.57
MEX,2021,Exposure To Mechanical Forces,MLE,2.48
MEX,2021,Collective Violence And Legal Intervention,MLE,0.13
MEX,2021,Syphilis,MLE,0.02
MEX,2021,Otitis Media,MLE,0.02
MEX,2021,Preterm Birth Complications,MLE,5.5
MEX,2021,Liver Cancer,MLE,4.99
MEX,2021,"Trachea, Bronchus, Lung Cancers",MLE,5.73
MEX,2021,Bladder Cancer,MLE,1.25
MEX,2021,Leukaemia,MLE,3.94
MEX,2021,Rheumatic Heart Disease,MLE,0.23
MEX,2021,Back And Neck Pain,MLE,0.09
MEX,2021,Oral Conditions,MLE,0.13
MEX,2021,"Fire, Heat And Hot Substances",MLE,0.64
MEX,2021,Tetanus,MLE,0.01
MEX,2021,Acute Hepatitis A,MLE,0.33
MEX,2021,Cysticercosis,MLE,0.1
MEX,2021,Neonatal Sepsis And Infections,MLE,2.29
MEX,2021,Breast Cancer,MLE,0.08
MEX,2021,Alcohol Use Disorders,MLE,3.75
MEX,2021,Alzheimer Disease And Other Dementias,MLE,1.73
MEX,2021,Epilepsy,MLE,2.16
MEX,2021,Peptic Ulcer Disease,MLE,2.48
MEX,2021,Gallbladder And Biliary Diseases,MLE,1.96
MEX,2021,Congenital Anomalies,MLE,8.68
MEX,2021,Natural Disasters,MLE,0.05
MEX,2021,Encephalitis,MLE,0.1
MEX,2021,Oesophagus Cancer,MLE,1.4
MEX,2021,Gallbladder And Biliary Tract Cancer,MLE,0.94
MEX,2021,Mesothelioma,MLE,0.25
MEX,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,1.55
MEX,2021,Appendicitis,MLE,0.67
MEX,2021,Skin Diseases,MLE,2.21
MKD,2021,Hiv/Aids,MLE,0.77
MKD,2021,Acute Hepatitis B,MLE,0.54
MKD,2021,Protein-Energy Malnutrition,MLE,0.12
MKD,2021,Gastritis And Duodenitis,MLE,0.27
MKD,2021,Inflammatory Bowel Disease,MLE,0.5
MKD,2021,Meningitis,MLE,0.14
MKD,2021,Acute Hepatitis E,MLE,0.01
MKD,2021,Leishmaniasis,MLE,0.01
MKD,2021,Mouth And Oropharynx Cancers,MLE,6.05
MKD,2021,Testicular Cancer,MLE,0.93
MKD,2021,Kidney Cancer,MLE,4.17
MKD,2021,Parkinson Disease,MLE,16.87
MKD,2021,Multiple Sclerosis,MLE,0.94
MKD,2021,Birth Asphyxia And Birth Trauma,MLE,0.32
MKD,2021,Pancreas Cancer,MLE,15.64
MKD,2021,Melanoma And Other Skin Cancers,MLE,6.82
MKD,2021,Brain And Nervous System Cancers,MLE,16.33
MKD,2021,Thyroid Cancer,MLE,0.51
MKD,2021,"Lymphomas, Multiple Myeloma",MLE,5.75
MKD,2021,Drug Use Disorders,MLE,1.56
MKD,2021,Hypertensive Heart Disease,MLE,2.67
MKD,2021,Paralytic Ileus And Intestinal Obstruction,MLE,4.67
MKD,2021,Sudden Infant Death Syndrome,MLE,0.25
MKD,2021,Poisonings,MLE,1.1
MKD,2021,"Fire, Heat And Hot Substances",MLE,1.05
MKD,2021,Whooping Cough,MLE,0.04
MKD,2021,Iron-Deficiency Anaemia,MLE,1.13
MKD,2021,Asthma,MLE,0.88
MKD,2021,Pancreatitis,MLE,2.21
MKD,2021,Exposure To Mechanical Forces,MLE,0.27
MKD,2021,Self-Harm,MLE,7.91
MKD,2021,Diarrhoeal Diseases,MLE,0.13
MKD,2021,Encephalitis,MLE,0.06
MKD,2021,Oesophagus Cancer,MLE,4.13
MKD,2021,Gallbladder And Biliary Tract Cancer,MLE,2.23
MKD,2021,Acute Hepatitis A,MLE,0.05
MKD,2021,Neonatal Sepsis And Infections,MLE,0.15
MKD,2021,Breast Cancer,MLE,0.23
MKD,2021,Mesothelioma,MLE,0.58
MKD,2021,Epilepsy,MLE,0.17
MKD,2021,Gallbladder And Biliary Diseases,MLE,1.1
MKD,2021,Drowning,MLE,1.31
MKD,2021,Syphilis,MLE,0.01
MKD,2021,Preterm Birth Complications,MLE,2.66
MKD,2021,Leukaemia,MLE,5.14
MKD,2021,Peptic Ulcer Disease,MLE,2.33
MKD,2021,Congenital Anomalies,MLE,1.81
MKD,2021,Falls,MLE,1.31
MKD,2021,Tuberculosis,MLE,0.96
MKD,2021,Lower Respiratory Infections,MLE,6.5
MKD,2021,Liver Cancer,MLE,10.93
MKD,2021,Bladder Cancer,MLE,13.47
MKD,2021,Larynx Cancer,MLE,8.33
MKD,2021,Thalassaemias,MLE,0.05
MKD,2021,Rheumatic Heart Disease,MLE,0.11
MKD,2021,Road Injury,MLE,10.51
MKD,2021,Interpersonal Violence,MLE,1.51
MLI,2021,Whooping Cough,MLE,2.27
MLI,2021,Upper Respiratory Infections,MLE,1.52
MLI,2021,Colon And Rectum Cancers,MLE,3.09
MLI,2021,Prostate Cancer,MLE,4.16
MLI,2021,Asthma,MLE,7.86
MLI,2021,Pancreatitis,MLE,3.23
MLI,2021,Falls,MLE,7.48
MLI,2021,Measles,MLE,3.22
MLI,2021,Pancreas Cancer,MLE,1.41
MLI,2021,Melanoma And Other Skin Cancers,MLE,0.73
MLI,2021,Brain And Nervous System Cancers,MLE,0.74
MLI,2021,Thyroid Cancer,MLE,0.2
MLI,2021,"Lymphomas, Multiple Myeloma",MLE,1.99
MLI,2021,Sickle Cell Disorders And Trait,MLE,4.47
MLI,2021,Hypertensive Heart Disease,MLE,4.34
MLI,2021,Paralytic Ileus And Intestinal Obstruction,MLE,4.44
MLI,2021,Drowning,MLE,11.75
MLI,2021,Acute Hepatitis E,MLE,0.02
MLI,2021,Echinococcosis,MLE,0.1
MLI,2021,Mouth And Oropharynx Cancers,MLE,1.2
MLI,2021,Testicular Cancer,MLE,0.15
MLI,2021,Kidney Cancer,MLE,0.92
MLI,2021,Diabetes Mellitus,MLE,10.63
MLI,2021,Drug Use Disorders,MLE,0.04
MLI,2021,Parkinson Disease,MLE,1.1
MLI,2021,Cirrhosis Of The Liver,MLE,17.69
MLI,2021,Acute Hepatitis B,MLE,0.21
MLI,2021,Yellow Fever,MLE,0.36
MLI,2021,Stomach Cancer,MLE,5.73
MLI,2021,Chronic Obstructive Pulmonary Disease,MLE,13.11
MLI,2021,Gastritis And Duodenitis,MLE,1.44
MLI,2021,Inflammatory Bowel Disease,MLE,0.58
MLI,2021,Kidney Diseases,MLE,13.99
MLI,2021,Exposure To Mechanical Forces,MLE,2.64
MLI,2021,Self-Harm,MLE,5.5
MLI,2021,Tuberculosis,MLE,9.99
MLI,2021,Liver Cancer,MLE,4.85
MLI,2021,Bladder Cancer,MLE,2.2
MLI,2021,Larynx Cancer,MLE,0.37
MLI,2021,Thalassaemias,MLE,0.77
MLI,2021,Rheumatic Heart Disease,MLE,0.98
MLI,2021,Urolithiasis,MLE,0.09
MLI,2021,Sudden Infant Death Syndrome,MLE,1.23
MLI,2021,Poisonings,MLE,1.56
MLI,2021,"Fire, Heat And Hot Substances",MLE,3.74
MLI,2021,Collective Violence And Legal Intervention,MLE,6.3
MLI,2021,Syphilis,MLE,5.85
MLI,2021,Diphtheria,MLE,0.13
MLI,2021,Cysticercosis,MLE,0.03
MLI,2021,Rabies,MLE,1.99
